"Country or Area","Year","Commodity","Flow","Trade (USD)","Weight (kg)","Quantity Name","Quantity"
"Zimbabwe","2022","Spices; cloves (whole fruit, cloves and stems), crushed or ground","Import","9318.29","2398","Weight in kilograms","2398"
"Zimbabwe","2022","Spices; nutmeg, crushed or ground","Import","6261.84","536","Weight in kilograms","536"
"Zimbabwe","2022","Spices; cardamoms, neither crushed nor ground","Import","699.2","40","Weight in kilograms","40"
"Zimbabwe","2022","Spices; coriander seeds, neither crushed nor ground","Import","50423.41","24000","Weight in kilograms","24000"
"Zimbabwe","2022","Spices; coriander seeds, crushed or ground","Import","5849.26","1739","Weight in kilograms","1739"
"Zimbabwe","2022","Spices; cumin seeds, neither crushed nor ground","Import","15658.26","4200","Weight in kilograms","4200"
"Zimbabwe","2022","Spices; cumin seeds, crushed or ground","Import","5360.8","1868.24","Weight in kilograms","1868.24"
"Zimbabwe","2022","Spices; seeds of anise, badian, caraway or fennel; juniper berries, neither crushed nor ground","Import","4990.77","3217","Weight in kilograms","3217"
"Zimbabwe","2022","Spices; seeds of anise, badian, caraway or fennel; juniper berries, crushed or ground","Import","5672.27","771","Weight in kilograms","771"
"Zimbabwe","2022","Spices; ginger, neither crushed nor ground","Import","417.63","1025","Weight in kilograms","1025"
"Zimbabwe","2022","Spices; ginger, crushed or ground","Import","16694.86","4123","Weight in kilograms","4123"
"Zimbabwe","2022","Spices; turmeric (curcuma)","Import","131894.84","67715.75","Weight in kilograms","67715.75"
"Zimbabwe","2022","Spices; mixtures of 2 or more products of different headings","Import","123665.44","45566.9","Weight in kilograms","45566.9"
"Zimbabwe","2022","Spices; n.e.c. in heading no. 0910","Export","31335.71","8995.16","Weight in kilograms","8995.16"
"Zimbabwe","2022","Spices; n.e.c. in heading no. 0910","Import","662877.02","229384.27","Weight in kilograms","229384.27"
"Zimbabwe","2021","Coffee; not roasted or decaffeinated","Import","295.65","400","Weight in kilograms","400"
"Zimbabwe","2021","Coffee; not roasted or decaffeinated","Export","771406.37","142920","Weight in kilograms","142920"
"Zimbabwe","2021","Coffee; decaffeinated, not roasted","Import","1185.88","26.03","Weight in kilograms","26.03"
"Zimbabwe","2021","Coffee; roasted, not decaffeinated","Import","10857.82","1026.7","Weight in kilograms","1026.7"
"Zimbabwe","2021","Coffee; roasted, not decaffeinated","Export","256.87","48","Weight in kilograms","48"
"Zimbabwe","2021","Coffee; roasted, decaffeinated","Import","7827.73","672","Weight in kilograms","672"
"Zimbabwe","2021","Coffee; husks and skins, coffee substitutes containing coffee in any proportion","Import","26837.09","9397.13","Weight in kilograms","9397.13"
"Zimbabwe","2021","Coffee; husks and skins, coffee substitutes containing coffee in any proportion","Export","246097.82","44537","Weight in kilograms","44537"
"Zimbabwe","2021","Tea, green; (not fermented), in immediate packings of a content not exceeding 3kg","Import","70980.68","10221.5","Weight in kilograms","10221.5"
"Zimbabwe","2021","Tea, green; (not fermented), in immediate packings of a content not exceeding 3kg","Export","61.92","2","Weight in kilograms","2"
"Zimbabwe","2021","Tea, green; (not fermented), in immediate packings of a content exceeding 3kg","Import","2299.65","263.5","Weight in kilograms","263.5"
"Zimbabwe","2021","Tea, green; (not fermented), in immediate packings of a content exceeding 3kg","Export","613.89","107.5","Weight in kilograms","107.5"
"Zimbabwe","2021","Tea, black; (fermented) and partly fermented tea, in immediate packings of a content not exceeding 3kg","Import","646806.33","","No Quantity",""
"Zimbabwe","2021","Tea, black; (fermented) and partly fermented tea, in immediate packings of a content not exceeding 3kg","Export","710.06","122.3","Weight in kilograms","122.3"
"Zimbabwe","2021","Tea, black; (fermented) and partly fermented tea, in immediate packings of a content exceeding 3kg","Import","325373.91","116810.5","Weight in kilograms","116810.5"
"Zimbabwe","2021","Tea, black; (fermented) and partly fermented tea, in immediate packings of a content exceeding 3kg","Export","16059452.33","11568946.05","Weight in kilograms","11568946.05"
"Zimbabwe","2021","Spices; pepper (of the genus piper), neither crushed nor ground","Import","75197.9","17457.5","Weight in kilograms","17457.5"
"Zimbabwe","2021","Spices; pepper (of the genus piper), neither crushed nor ground","Export","16615.73","98045","Weight in kilograms","98045"
"Zimbabwe","2021","Spices; pepper (of the genus piper), crushed or ground","Import","214531.05","","No Quantity",""
"Zimbabwe","2021","Spices; pepper (of the genus piper), crushed or ground","Export","472145.34","345892","Weight in kilograms","345892"
"Zimbabwe","2021","Spices; fruits of the genus Capsicum or Pimenta, dried, neither crushed nor ground","Export","1832781.35","738176","Weight in kilograms","738176"
"Zimbabwe","2021","Spices; fruits of the genus Capsicum or Pimenta, crushed or ground","Import","7724.86","2340","Weight in kilograms","2340"
"Zimbabwe","2021","Spices; fruits of the genus Capsicum or Pimenta, crushed or ground","Export","4496.65","1000","Weight in kilograms","1000"
"Zimbabwe","2021","Spices; cinnamon (Cinnamomum zeylanicum Blume), neither crushed nor ground","Import","4885.55","1004","Weight in kilograms","1004"
"Zimbabwe","2021","Spices; cinnamon and cinnamon-tree flowers, crushed or ground","Import","24625.58","8267.03","Weight in kilograms","8267.03"
"Zimbabwe","2021","Spices; cloves (whole fruit, cloves and stems), neither crushed nor ground","Import","11548","3425","Weight in kilograms","3425"
"Zimbabwe","2021","Spices; cloves (whole fruit, cloves and stems), crushed or ground","Import","2050.3","194","Weight in kilograms","194"
"Zimbabwe","2021","Spices; nutmeg, neither crushed nor ground","Import","9.6","5","Weight in kilograms","5"
"Zimbabwe","2021","Spices; nutmeg, crushed or ground","Import","7141.15","1066","Weight in kilograms","1066"
"Zimbabwe","2021","Spices; cardamoms, neither crushed nor ground","Import","14166.29","386","Weight in kilograms","386"
"Zimbabwe","2021","Spices; coriander seeds, neither crushed nor ground","Import","57846.56","27175","Weight in kilograms","27175"
"Zimbabwe","2021","Spices; coriander seeds, crushed or ground","Import","4626.75","2000","Weight in kilograms","2000"
"Zimbabwe","2021","Spices; cumin seeds, neither crushed nor ground","Import","10307.55","3100","Weight in kilograms","3100"
"Zimbabwe","2021","Spices; cumin seeds, crushed or ground","Import","23297.63","6635","Weight in kilograms","6635"
"Zimbabwe","2021","Spices; seeds of anise, badian, caraway or fennel; juniper berries, neither crushed nor ground","Import","17921.5","4187","Weight in kilograms","4187"
"Zimbabwe","2021","Spices; seeds of anise, badian, caraway or fennel; juniper berries, crushed or ground","Import","4045.06","683","Weight in kilograms","683"
"Zimbabwe","2021","Spices; ginger, neither crushed nor ground","Import","5691.86","22390","Weight in kilograms","22390"
"Zimbabwe","2021","Spices; ginger, crushed or ground","Import","45818.74","10540","Weight in kilograms","10540"
"Zimbabwe","2021","Spices; saffron","Import","1529.26","1095","Weight in kilograms","1095"
"Zimbabwe","2021","Spices; turmeric (curcuma)","Import","173877.41","92237.6","Weight in kilograms","92237.6"
"Zimbabwe","2021","Spices; turmeric (curcuma)","Export","421.99","3500","Weight in kilograms","3500"
"Zimbabwe","2021","Spices; mixtures of 2 or more products of different headings","Import","58873.73","22231.48","Weight in kilograms","22231.48"
"Zimbabwe","2021","Spices; n.e.c. in heading no. 0910","Import","706093.58","214849.49","Weight in kilograms","214849.49"
"Zimbabwe","2021","Spices; n.e.c. in heading no. 0910","Export","19486.55","4358.47","Weight in kilograms","4358.47"
"Zimbabwe","2020","Coffee; not roasted or decaffeinated","Export","1098733.427","214381","Weight in kilograms","214381"
"Zimbabwe","2020","Coffee; not roasted or decaffeinated","Import","2078.158","3504.5","Weight in kilograms","3504.5"
"Zimbabwe","2020","Coffee; decaffeinated, not roasted","Import","125.504","15","Weight in kilograms","15"
"Zimbabwe","2020","Coffee; roasted, not decaffeinated","Export","67859.71","19200","Weight in kilograms","19200"
"Zimbabwe","2020","Coffee; roasted, not decaffeinated","Import","13611.37","1323.6","Weight in kilograms","1323.6"
"Zimbabwe","2020","Coffee; roasted, decaffeinated","Export","2.267","3","Weight in kilograms","3"
"Zimbabwe","2020","Coffee; roasted, decaffeinated","Import","32996.313","9487.2","Weight in kilograms","9487.2"
"Zimbabwe","2020","Coffee; husks and skins, coffee substitutes containing coffee in any proportion","Export","209.185","113.5","Weight in kilograms","113.5"
"Zimbabwe","2020","Coffee; husks and skins, coffee substitutes containing coffee in any proportion","Import","27329.247","20088.1","Weight in kilograms","20088.1"
"Zimbabwe","2020","Tea, green; (not fermented), in immediate packings of a content not exceeding 3kg","Import","7999.146","3675.8","Weight in kilograms","3675.8"
"Zimbabwe","2020","Tea, green; (not fermented), in immediate packings of a content exceeding 3kg","Export","3794.627","204","Weight in kilograms","204"
"Zimbabwe","2020","Tea, green; (not fermented), in immediate packings of a content exceeding 3kg","Import","1453.825","52","Weight in kilograms","52"
"Zimbabwe","2020","Tea, black; (fermented) and partly fermented tea, in immediate packings of a content not exceeding 3kg","Export","202378.33","72280.2","Weight in kilograms","72280.2"
"Zimbabwe","2020","Tea, black; (fermented) and partly fermented tea, in immediate packings of a content not exceeding 3kg","Import","201302.694","25752","Weight in kilograms","25752"
"Zimbabwe","2020","Tea, black; (fermented) and partly fermented tea, in immediate packings of a content exceeding 3kg","Export","16075933.93","12065414.5","Weight in kilograms","12065414.5"
"Zimbabwe","2020","Tea, black; (fermented) and partly fermented tea, in immediate packings of a content exceeding 3kg","Import","376669.247","129706.21","Weight in kilograms","129706.21"
"Zimbabwe","2020","Mate","Import","11.477","4","Weight in kilograms","4"
"Zimbabwe","2020","Spices; pepper (of the genus piper), neither crushed nor ground","Export","20257.917","64680","Weight in kilograms","64680"
"Zimbabwe","2020","Spices; pepper (of the genus piper), neither crushed nor ground","Import","32851.676","7984.85","Weight in kilograms","7984.85"
"Zimbabwe","2020","Spices; pepper (of the genus piper), crushed or ground","Import","66326.768","","No Quantity",""
"Zimbabwe","2020","Spices; pepper (of the genus piper), crushed or ground","Export","470189.002","354000","Weight in kilograms","354000"
"Zimbabwe","2020","Spices; fruits of the genus Capsicum or Pimenta, dried, neither crushed nor ground","Export","3140098.8","1423549.6","Weight in kilograms","1423549.6"
"Zimbabwe","2020","Spices; fruits of the genus Capsicum or Pimenta, dried, neither crushed nor ground","Import","6549.389","245.2","Weight in kilograms","245.2"
"Zimbabwe","2020","Spices; fruits of the genus Capsicum or Pimenta, crushed or ground","Export","28711.71","42000","Weight in kilograms","42000"
"Zimbabwe","2020","Spices; fruits of the genus Capsicum or Pimenta, crushed or ground","Import","3673.679","1186.3","Weight in kilograms","1186.3"
"Zimbabwe","2020","Spices; cinnamon (Cinnamomum zeylanicum Blume), neither crushed nor ground","Import","1059.884","300","Weight in kilograms","300"
"Zimbabwe","2020","Spices; cinnamon and cinnamon-tree flowers, other than cinnamon (Cinnamomum zeylanicum Blume), neither crushed nor ground","Import","114.086","48","Weight in kilograms","48"
"Zimbabwe","2020","Spices; cinnamon and cinnamon-tree flowers, crushed or ground","Import","6946.877","3117","Weight in kilograms","3117"
"Zimbabwe","2020","Spices; cloves (whole fruit, cloves and stems), neither crushed nor ground","Import","6005.1","2500","Weight in kilograms","2500"
"Zimbabwe","2020","Spices; cloves (whole fruit, cloves and stems), crushed or ground","Import","1045.509","244","Weight in kilograms","244"
"Zimbabwe","2020","Spices; nutmeg, crushed or ground","Import","1428.249","193","Weight in kilograms","193"
"Zimbabwe","2020","Spices; cardamoms, neither crushed nor ground","Import","2826.359","80","Weight in kilograms","80"
"Zimbabwe","2020","Spices; coriander seeds, neither crushed nor ground","Import","30083.978","14800","Weight in kilograms","14800"
"Zimbabwe","2020","Spices; coriander seeds, crushed or ground","Import","6967.83","1795","Weight in kilograms","1795"
"Zimbabwe","2020","Spices; cumin seeds, neither crushed nor ground","Import","3070.663","1427","Weight in kilograms","1427"
"Zimbabwe","2020","Spices; cumin seeds, crushed or ground","Import","6511.684","1828","Weight in kilograms","1828"
"Zimbabwe","2020","Spices; seeds of anise, badian, caraway or fennel; juniper berries, neither crushed nor ground","Import","2801.657","922","Weight in kilograms","922"
"Zimbabwe","2020","Spices; seeds of anise, badian, caraway or fennel; juniper berries, crushed or ground","Import","646.354","192","Weight in kilograms","192"
"Zimbabwe","2020","Spices; ginger, neither crushed nor ground","Import","8988.64","3502","Weight in kilograms","3502"
"Zimbabwe","2020","Spices; ginger, crushed or ground","Import","35374.426","9864.3","Weight in kilograms","9864.3"
"Zimbabwe","2020","Spices; saffron","Import","689.518","176","Weight in kilograms","176"
"Zimbabwe","2020","Spices; turmeric (curcuma)","Export","385.799","36","Weight in kilograms","36"
"Zimbabwe","2020","Spices; turmeric (curcuma)","Import","213736.253","102423.83","Weight in kilograms","102423.83"
"Zimbabwe","2020","Spices; mixtures of 2 or more products of different headings","Import","49867.451","21884.38","Weight in kilograms","21884.38"
"Zimbabwe","2020","Spices; n.e.c. in heading no. 0910","Export","41878.695","18742.34","Weight in kilograms","18742.34"
"Zimbabwe","2020","Spices; n.e.c. in heading no. 0910","Import","451927.863","177692.35","Weight in kilograms","177692.35"
"Zimbabwe","2019","Coffee; not roasted or decaffeinated","Import","5.04","0.11","Weight in kilograms","0.11"
"Zimbabwe","2019","Coffee; not roasted or decaffeinated","Export","1285437.43","316402","Weight in kilograms","316402"
"Zimbabwe","2019","Coffee; decaffeinated, not roasted","Import","1863.56","221","Weight in kilograms","221"
"Zimbabwe","2019","Coffee; roasted, not decaffeinated","Import","26405.2","2752.9","Weight in kilograms","2752.9"
"Zimbabwe","2019","Coffee; roasted, not decaffeinated","Export","5802.3","444","Weight in kilograms","444"
"Zimbabwe","2019","Coffee; roasted, decaffeinated","Import","43831.48","4417.16","Weight in kilograms","4417.16"
"Zimbabwe","2019","Coffee; roasted, decaffeinated","Export","675142.57","135312","Weight in kilograms","135312"
"Zimbabwe","2019","Coffee; husks and skins, coffee substitutes containing coffee in any proportion","Import","16078.77","1682.74","Weight in kilograms","1682.74"
"Zimbabwe","2019","Coffee; husks and skins, coffee substitutes containing coffee in any proportion","Export","152.3","20","Weight in kilograms","20"
"Zimbabwe","2019","Tea, green; (not fermented), in immediate packings of a content not exceeding 3kg","Import","5790.42","4455","Weight in kilograms","4455"
"Zimbabwe","2019","Tea, green; (not fermented), in immediate packings of a content exceeding 3kg","Import","11224.27","1029.85","Weight in kilograms","1029.85"
"Zimbabwe","2019","Tea, green; (not fermented), in immediate packings of a content exceeding 3kg","Export","42.79","90","Weight in kilograms","90"
"Zimbabwe","2019","Tea, black; (fermented) and partly fermented tea, in immediate packings of a content not exceeding 3kg","Import","204594.99","28517.6","Weight in kilograms","28517.6"
"Zimbabwe","2019","Tea, black; (fermented) and partly fermented tea, in immediate packings of a content not exceeding 3kg","Export","532924.85","168084.55","Weight in kilograms","168084.55"
"Zimbabwe","2019","Tea, black; (fermented) and partly fermented tea, in immediate packings of a content exceeding 3kg","Import","654455.54","132440.56","Weight in kilograms","132440.56"
"Zimbabwe","2019","Tea, black; (fermented) and partly fermented tea, in immediate packings of a content exceeding 3kg","Export","20562194.49","14365850","Weight in kilograms","14365850"
"Zimbabwe","2019","Spices; pepper (of the genus piper), neither crushed nor ground","Import","39223.07","6675","Weight in kilograms","6675"
"Zimbabwe","2019","Spices; pepper (of the genus piper), neither crushed nor ground","Export","7777.52","3014","Weight in kilograms","3014"
"Zimbabwe","2019","Spices; pepper (of the genus piper), crushed or ground","Import","34321.5","3649.6","Weight in kilograms","3649.6"
"Zimbabwe","2019","Spices; pepper (of the genus piper), crushed or ground","Export","597255.14","316959.2","Weight in kilograms","316959.2"
"Zimbabwe","2019","Spices; fruits of the genus Capsicum or Pimenta, dried, neither crushed nor ground","Import","193.69","6","Weight in kilograms","6"
"Zimbabwe","2019","Spices; fruits of the genus Capsicum or Pimenta, dried, neither crushed nor ground","Export","1942899.71","676337","Weight in kilograms","676337"
"Zimbabwe","2019","Spices; fruits of the genus Capsicum or Pimenta, crushed or ground","Import","5612.51","3255","Weight in kilograms","3255"
"Zimbabwe","2019","Spices; fruits of the genus Capsicum or Pimenta, crushed or ground","Export","209576.18","160350","Weight in kilograms","160350"
"Zimbabwe","2019","Spices; vanilla, neither crushed nor ground","Import","42.75","20","Weight in kilograms","20"
"Zimbabwe","2019","Spices; cinnamon (Cinnamomum zeylanicum Blume), neither crushed nor ground","Import","3866.23","280","Weight in kilograms","280"
"Zimbabwe","2019","Spices; cinnamon and cinnamon-tree flowers, other than cinnamon (Cinnamomum zeylanicum Blume), neither crushed nor ground","Import","45.96","7.3","Weight in kilograms","7.3"
"Zimbabwe","2019","Spices; cinnamon and cinnamon-tree flowers, crushed or ground","Import","11977.86","3789","Weight in kilograms","3789"
"Zimbabwe","2019","Spices; cloves (whole fruit, cloves and stems), neither crushed nor ground","Import","2809.46","1183","Weight in kilograms","1183"
"Zimbabwe","2019","Spices; cloves (whole fruit, cloves and stems), crushed or ground","Import","549.62","72","Weight in kilograms","72"
"Zimbabwe","2019","Spices; nutmeg, crushed or ground","Import","5440.04","786","Weight in kilograms","786"
"Zimbabwe","2019","Spices; cardamoms, neither crushed nor ground","Import","1695.52","80","Weight in kilograms","80"
"Zimbabwe","2019","Spices; coriander seeds, neither crushed nor ground","Import","9791.82","5068","Weight in kilograms","5068"
"Zimbabwe","2019","Spices; coriander seeds, crushed or ground","Import","17209.99","8217.28","Weight in kilograms","8217.28"
"Zimbabwe","2019","Spices; cumin seeds, neither crushed nor ground","Import","1330.62","513","Weight in kilograms","513"
"Zimbabwe","2019","Spices; cumin seeds, crushed or ground","Import","5516.54","1811.5","Weight in kilograms","1811.5"
"Zimbabwe","2019","Spices; seeds of anise, badian, caraway or fennel; juniper berries, neither crushed nor ground","Import","7108.2","1353","Weight in kilograms","1353"
"Zimbabwe","2019","Spices; seeds of anise, badian, caraway or fennel; juniper berries, crushed or ground","Import","223.06","16","Weight in kilograms","16"
"Zimbabwe","2019","Spices; ginger, neither crushed nor ground","Import","5070.29","4342","Weight in kilograms","4342"
"Zimbabwe","2019","Spices; ginger, crushed or ground","Import","16095.17","4084.6","Weight in kilograms","4084.6"
"Zimbabwe","2019","Spices; saffron","Import","84.8","1","Weight in kilograms","1"
"Zimbabwe","2019","Spices; turmeric (curcuma)","Import","164695.6","85739","Weight in kilograms","85739"
"Zimbabwe","2019","Spices; mixtures of 2 or more products of different headings","Import","24228.95","7750.2","Weight in kilograms","7750.2"
"Zimbabwe","2019","Spices; mixtures of 2 or more products of different headings","Export","987.78","164.5","Weight in kilograms","164.5"
"Zimbabwe","2019","Spices; n.e.c. in heading no. 0910","Import","830922.02","331100.4","Weight in kilograms","331100.4"
"Zimbabwe","2019","Spices; n.e.c. in heading no. 0910","Export","4379.08","736","Weight in kilograms","736"
"Zimbabwe","2018","Coffee; not roasted or decaffeinated","Import","43.3","11","Weight in kilograms","11"
"Zimbabwe","2018","Coffee; not roasted or decaffeinated","Export","1128393.83","211264","Weight in kilograms","211264"
"Zimbabwe","2018","Coffee; roasted, not decaffeinated","Import","59041.76","4842","Weight in kilograms","4842"
"Zimbabwe","2018","Coffee; roasted, not decaffeinated","Export","22100","23580","Weight in kilograms","23580"
"Zimbabwe","2018","Coffee; roasted, decaffeinated","Import","59645.81","12152","Weight in kilograms","12152"
"Zimbabwe","2018","Coffee; roasted, decaffeinated","Export","254715.41","40442","Weight in kilograms","40442"
"Zimbabwe","2018","Coffee; husks and skins, coffee substitutes containing coffee in any proportion","Import","72560.35","10088.1","Weight in kilograms","10088.1"
"Zimbabwe","2018","Coffee; husks and skins, coffee substitutes containing coffee in any proportion","Export","402.62","114","Weight in kilograms","114"
"Zimbabwe","2018","Tea, green; (not fermented), in immediate packings of a content not exceeding 3kg","Import","13743.2","2768.2","Weight in kilograms","2768.2"
"Zimbabwe","2018","Tea, green; (not fermented), in immediate packings of a content exceeding 3kg","Import","321272.03","30003.4","Weight in kilograms","30003.4"
"Zimbabwe","2018","Tea, green; (not fermented), in immediate packings of a content exceeding 3kg","Export","3887.41","152","Weight in kilograms","152"
"Zimbabwe","2018","Tea, black; (fermented) and partly fermented tea, in immediate packings of a content not exceeding 3kg","Import","168042.48","22131.5","Weight in kilograms","22131.5"
"Zimbabwe","2018","Tea, black; (fermented) and partly fermented tea, in immediate packings of a content not exceeding 3kg","Export","503320.48","226209.5","Weight in kilograms","226209.5"
"Zimbabwe","2018","Tea, black; (fermented) and partly fermented tea, in immediate packings of a content exceeding 3kg","Import","2166800.36","276229.77","Weight in kilograms","276229.77"
"Zimbabwe","2018","Tea, black; (fermented) and partly fermented tea, in immediate packings of a content exceeding 3kg","Export","23187435.82","14002286.6","Weight in kilograms","14002286.6"
"Zimbabwe","2018","Mate","Export","1","0.1","Weight in kilograms","0.1"
"Zimbabwe","2018","Spices; pepper (of the genus piper), neither crushed nor ground","Import","30085.37","4343.15","Weight in kilograms","4343.15"
"Zimbabwe","2018","Spices; pepper (of the genus piper), neither crushed nor ground","Export","76877.5","47774.5","Weight in kilograms","47774.5"
"Zimbabwe","2018","Spices; pepper (of the genus piper), crushed or ground","Import","117279.67","6830.17","Weight in kilograms","6830.17"
"Zimbabwe","2018","Spices; pepper (of the genus piper), crushed or ground","Export","1275567.3","837766","Weight in kilograms","837766"
"Zimbabwe","2018","Spices; fruits of the genus Capsicum or Pimenta, dried, neither crushed nor ground","Export","1963540.27","563708","Weight in kilograms","563708"
"Zimbabwe","2018","Spices; fruits of the genus Capsicum or Pimenta, crushed or ground","Import","8860.7","4839.3","Weight in kilograms","4839.3"
"Zimbabwe","2018","Spices; fruits of the genus Capsicum or Pimenta, crushed or ground","Export","31336.8","23740","Weight in kilograms","23740"
"Zimbabwe","2018","Spices; cinnamon (Cinnamomum zeylanicum Blume), neither crushed nor ground","Import","3535.57","832.5","Weight in kilograms","832.5"
"Zimbabwe","2018","Spices; cinnamon and cinnamon-tree flowers, crushed or ground","Import","6876.25","2816","Weight in kilograms","2816"
"Zimbabwe","2018","Spices; cloves (whole fruit, cloves and stems), neither crushed nor ground","Import","9073.59","2736.5","Weight in kilograms","2736.5"
"Zimbabwe","2018","Spices; cloves (whole fruit, cloves and stems), crushed or ground","Import","1053.26","54.95","Weight in kilograms","54.95"
"Zimbabwe","2018","Spices; nutmeg, crushed or ground","Import","5593.56","651.3","Weight in kilograms","651.3"
"Zimbabwe","2018","Spices; cardamoms, neither crushed nor ground","Import","2942.9","160","Weight in kilograms","160"
"Zimbabwe","2018","Spices; cardamoms, crushed or ground","Import","9.56","1","Weight in kilograms","1"
"Zimbabwe","2018","Spices; coriander seeds, neither crushed nor ground","Import","21138.26","10000","Weight in kilograms","10000"
"Zimbabwe","2018","Spices; coriander seeds, crushed or ground","Import","1921.18","558","Weight in kilograms","558"
"Zimbabwe","2018","Spices; cumin seeds, neither crushed nor ground","Import","24936.38","7500","Weight in kilograms","7500"
"Zimbabwe","2018","Spices; cumin seeds, crushed or ground","Import","1172.28","520","Weight in kilograms","520"
"Zimbabwe","2018","Spices; seeds of anise, badian, caraway or fennel; juniper berries, neither crushed nor ground","Import","7049.96","3150","Weight in kilograms","3150"
"Zimbabwe","2018","Spices; seeds of anise, badian, caraway or fennel; juniper berries, crushed or ground","Import","2044.84","153","Weight in kilograms","153"
"Zimbabwe","2018","Spices; ginger, neither crushed nor ground","Import","6150.2","3144","Weight in kilograms","3144"
"Zimbabwe","2018","Spices; ginger, crushed or ground","Import","58476.23","12193.2","Weight in kilograms","12193.2"
"Zimbabwe","2018","Spices; saffron","Import","205.9","39","Weight in kilograms","39"
"Zimbabwe","2018","Spices; turmeric (curcuma)","Import","205128.95","103329.26","Weight in kilograms","103329.26"
"Zimbabwe","2018","Spices; mixtures of 2 or more products of different headings","Import","74505.43","24936.25","Weight in kilograms","24936.25"
"Zimbabwe","2018","Spices; mixtures of 2 or more products of different headings","Export","2149.5","845","Weight in kilograms","845"
"Zimbabwe","2018","Spices; n.e.c. in heading no. 0910","Import","631475.17","191682.5","Weight in kilograms","191682.5"
"Zimbabwe","2018","Spices; n.e.c. in heading no. 0910","Export","4036","3484.35","Weight in kilograms","3484.35"
"Zimbabwe","2017","Coffee; not roasted or decaffeinated","Import","7020.87","863","Weight in kilograms","863"
"Zimbabwe","2017","Coffee; not roasted or decaffeinated","Export","478054.5","127854","Weight in kilograms","127854"
"Zimbabwe","2017","Coffee; decaffeinated, not roasted","Import","5.77","5","Weight in kilograms","5"
"Zimbabwe","2017","Coffee; roasted, not decaffeinated","Import","60713.93","7357","Weight in kilograms","7357"
"Zimbabwe","2017","Coffee; roasted, decaffeinated","Import","119137.93","15475","Weight in kilograms","15475"
"Zimbabwe","2017","Coffee; roasted, decaffeinated","Export","516.8","32","Weight in kilograms","32"
"Zimbabwe","2017","Coffee; husks and skins, coffee substitutes containing coffee in any proportion","Import","45035.4","9088.07","Weight in kilograms","9088.07"
